fid,hovedtyper_fkey,langkode,kode_id,navn
722,290,NIN-3.0-T-C-PE-NA-VM-FB01-14,FB01-M005-14,FB01-M005-14 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
723,290,NIN-3.0-T-C-PE-NA-VM-FB01-13,FB01-M005-13,FB01-M005-13 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
724,290,NIN-3.0-T-C-PE-NA-VM-FB01-12,FB01-M005-12,FB01-M005-12 Svært kalkrike lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
725,290,NIN-3.0-T-C-PE-NA-VM-FB01-11,FB01-M005-11,FB01-M005-11 Moderat kalkrike lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
726,290,NIN-3.0-T-C-PE-NA-VM-FB01-10,FB01-M005-10,FB01-M005-10 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
727,290,NIN-3.0-T-C-PE-NA-VM-FB01-09,FB01-M005-09,FB01-M005-09 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
728,290,NIN-3.0-T-C-PE-NA-VM-FB01-08,FB01-M005-08,FB01-M005-08 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
729,290,NIN-3.0-T-C-PE-NA-VM-FB01-07,FB01-M005-07,FB01-M005-07 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
730,290,NIN-3.0-T-C-PE-NA-VM-FB01-06,FB01-M005-06,FB01-M005-06 Svært kalkrike lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
731,290,NIN-3.0-T-C-PE-NA-VM-FB01-05,FB01-M005-05,FB01-M005-05 Moderat kalkrike lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
732,290,NIN-3.0-T-C-PE-NA-VM-FB01-04,FB01-M005-04,FB01-M005-04 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
733,290,NIN-3.0-T-C-PE-NA-VM-FB01-03,FB01-M005-03,FB01-M005-03 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
734,290,NIN-3.0-T-C-PE-NA-VM-FB01-02,FB01-M005-02,FB01-M005-02 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
735,290,NIN-3.0-T-C-PE-NA-VM-FB01-01,FB01-M005-01,FB01-M005-01 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
736,291,NIN-3.0-T-C-PE-NA-VM-FA02-17,FA02-M005-17,FA02-M005-17 Små og grunne humøse innsjø-vannmassesystemer uten fisk
737,291,NIN-3.0-T-C-PE-NA-VM-FA02-16,FA02-M005-16,FA02-M005-16 Svært kalkrike og humøse små grunne innsjø-vannmassesystemer uten fisk
738,291,NIN-3.0-T-C-PE-NA-VM-FA02-15,FA02-M005-15,FA02-M005-15 Svært kalkrike og humøse store grunne innsjø-vannmassesystemer uten fisk
739,291,NIN-3.0-T-C-PE-NA-VM-FA02-14,FA02-M005-14,FA02-M005-14 Svært kalkrike og klare små grunne innsjø-vannmassesystemer uten fisk
740,291,NIN-3.0-T-C-PE-NA-VM-FA02-13,FA02-M005-13,FA02-M005-13 Svært kalkrike og klare store grunne innsjø-vannmassesystemer uten fisk
741,291,NIN-3.0-T-C-PE-NA-VM-FA02-12,FA02-M005-12,FA02-M005-12 Moderat kalkrike og humøse små grunne innsjø-vannmassesystemer uten fisk
742,291,NIN-3.0-T-C-PE-NA-VM-FA02-11,FA02-M005-11,FA02-M005-11 Moderat kalkrike og humøse store grunne innsjø-vannmassesystemer uten fisk
743,291,NIN-3.0-T-C-PE-NA-VM-FA02-10,FA02-M005-10,FA02-M005-10 Moderat kalkrike og klare små grunne innsjø-vannmassesystemer uten fisk
744,291,NIN-3.0-T-C-PE-NA-VM-FA02-09,FA02-M005-09,FA02-M005-09 Moderat kalkrike og klare store grunne innsjø-vannmassesystemer uten fisk
745,291,NIN-3.0-T-C-PE-NA-VM-FA02-08,FA02-M005-08,FA02-M005-08 Noe kalkfattige og humøse små grunne innsjø-vannmassesystemer uten fisk
746,291,NIN-3.0-T-C-PE-NA-VM-FA02-07,FA02-M005-07,FA02-M005-07 Noe kalkfattige og humøse store grunne innsjø-vannmassesystemer uten fisk
747,291,NIN-3.0-T-C-PE-NA-VM-FA02-06,FA02-M005-06,FA02-M005-06 Noe kalkfattige og klare små grunne innsjø-vannmassesystemer uten fisk
748,291,NIN-3.0-T-C-PE-NA-VM-FA02-05,FA02-M005-05,FA02-M005-05 Noe kalkfattige og klare store grunne innsjø-vannmassesystemer uten fisk
749,291,NIN-3.0-T-C-PE-NA-VM-FA02-04,FA02-M005-04,FA02-M005-04 Svært kalkfattige og humøse små grunne innsjø-vannmassesystemer uten fisk
750,291,NIN-3.0-T-C-PE-NA-VM-FA02-03,FA02-M005-03,FA02-M005-03 Svært kalkfattige og humøse store grunne innsjø-vannmassesystemer uten fisk
751,291,NIN-3.0-T-C-PE-NA-VM-FA02-02,FA02-M005-02,FA02-M005-02 Svært kalkfattige og klare små grunne innsjø-vannmassesystemer uten fisk
752,291,NIN-3.0-T-C-PE-NA-VM-FA02-01,FA02-M005-01,FA02-M005-01 Svært kalkfattige og klare store grunne innsjø-vannmassesystemer uten fisk
753,292,NIN-3.0-T-C-PE-NA-VM-FA01-06,FA01-M005-06,FA01-M005-06 Svært kalkrike lagdelte innsjø-vannmassesystemer uten fisk
754,292,NIN-3.0-T-C-PE-NA-VM-FA01-05,FA01-M005-05,FA01-M005-05 Moderat kalkrike lagdelte innsjø-vannmassesystemer uten fisk
755,292,NIN-3.0-T-C-PE-NA-VM-FA01-04,FA01-M005-04,FA01-M005-04 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer uten fisk
756,292,NIN-3.0-T-C-PE-NA-VM-FA01-03,FA01-M005-03,FA01-M005-03 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer uten fisk
757,292,NIN-3.0-T-C-PE-NA-VM-FA01-02,FA01-M005-02,FA01-M005-02 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer uten fisk
758,292,NIN-3.0-T-C-PE-NA-VM-FA01-01,FA01-M005-01,FA01-M005-01 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer uten fisk
